date,zone,bin_id,bin_type,fill_percent,weight_kg,is_festival,last_collected,gps_lat,gps_lon
2025-12-11,Zone A,Zone A_Organic_3,Organic,56.65,47.61,False,2025-12-10,12.963947,77.564362
2025-12-11,Zone A,Zone A_Plastic_2,Plastic,53.45,46.79,False,2025-12-07,13.053444,77.652231
2025-12-11,Zone A,Zone A_Mixed_3,Mixed,62.97,70.01,False,2025-12-06,13.039457,77.634138
2025-12-11,Zone A,Zone A_E-Waste_1,E-Waste,29.91,24.1,False,2025-12-06,12.953034,77.688014
2025-12-12,Zone A,Zone A_Organic_2,Organic,76.01,75.33,False,2025-12-07,12.934899,77.671562
2025-12-12,Zone A,Zone A_Plastic_3,Plastic,41.72,61.88,False,2025-12-07,13.017823,77.578815
2025-12-12,Zone A,Zone A_Mixed_2,Mixed,63.15,56.2,False,2025-12-10,13.063222,77.539675
2025-12-12,Zone A,Zone A_E-Waste_1,E-Waste,38.5,40.1,False,2025-12-09,12.92486,77.59295
2025-12-13,Zone A,Zone A_Organic_1,Organic,47.2,44.94,False,2025-12-11,12.941134,77.688601
2025-12-13,Zone A,Zone A_Plastic_2,Plastic,39.28,43.3,False,2025-12-11,13.035103,77.635969
2025-12-13,Zone A,Zone A_Mixed_2,Mixed,52.77,51.48,False,2025-12-08,13.057403,77.526016
2025-12-13,Zone A,Zone A_E-Waste_2,E-Waste,25.96,29.53,False,2025-12-13,12.941363,77.51392
2025-12-14,Zone A,Zone A_Organic_3,Organic,63.61,77.57,False,2025-12-12,12.900202,77.682492
2025-12-14,Zone A,Zone A_Plastic_1,Plastic,55.18,70.63,False,2025-12-13,13.07349,77.505969
2025-12-14,Zone A,Zone A_Mixed_2,Mixed,38.41,48.49,False,2025-12-10,13.019266,77.596274
2025-12-14,Zone A,Zone A_E-Waste_2,E-Waste,39.89,42.89,False,2025-12-09,13.095869,77.62085
2025-12-15,Zone A,Zone A_Organic_3,Organic,50.92,46.14,False,2025-12-10,12.91802,77.523941
2025-12-15,Zone A,Zone A_Plastic_1,Plastic,41.59,39.98,False,2025-12-12,12.984639,77.631287
2025-12-15,Zone A,Zone A_Mixed_1,Mixed,66.31,87.17,False,2025-12-14,12.930728,77.651434
2025-12-15,Zone A,Zone A_E-Waste_2,E-Waste,37.91,52.82,False,2025-12-11,12.974343,77.528882
2025-12-16,Zone A,Zone A_Organic_3,Organic,57.82,76.04,False,2025-12-13,12.997924,77.564035
2025-12-16,Zone A,Zone A_Plastic_1,Plastic,48.98,58.39,False,2025-12-16,13.049224,77.632237
2025-12-16,Zone A,Zone A_Mixed_1,Mixed,55.9,53.49,False,2025-12-12,12.959507,77.59225
2025-12-16,Zone A,Zone A_E-Waste_2,E-Waste,18.04,23.6,False,2025-12-11,13.035686,77.687923
2025-12-17,Zone A,Zone A_Organic_2,Organic,43.53,53.39,False,2025-12-12,13.057735,77.540922
2025-12-17,Zone A,Zone A_Plastic_2,Plastic,56.81,54.85,False,2025-12-13,12.978972,77.672127
2025-12-17,Zone A,Zone A_Mixed_2,Mixed,48.35,62.3,False,2025-12-15,12.944593,77.673498
2025-12-17,Zone A,Zone A_E-Waste_1,E-Waste,27.49,23.22,False,2025-12-13,13.067368,77.57865
2025-12-18,Zone A,Zone A_Organic_1,Organic,79.95,67.41,False,2025-12-15,12.94017,77.529019
2025-12-18,Zone A,Zone A_Plastic_1,Plastic,61.7,51.69,False,2025-12-13,12.915444,77.551795
2025-12-18,Zone A,Zone A_Mixed_2,Mixed,55.42,78.09,False,2025-12-13,13.069371,77.511095
2025-12-18,Zone A,Zone A_E-Waste_2,E-Waste,35.18,40.49,False,2025-12-18,12.940896,77.630807
2025-12-19,Zone A,Zone A_Organic_1,Organic,74.95,96.04,False,2025-12-16,13.049725,77.69872
2025-12-19,Zone A,Zone A_Plastic_3,Plastic,39.85,43.48,False,2025-12-18,12.996546,77.625722
2025-12-19,Zone A,Zone A_Mixed_1,Mixed,65.62,79.85,False,2025-12-15,13.04986,77.578513
2025-12-19,Zone A,Zone A_E-Waste_2,E-Waste,24.06,20.28,False,2025-12-17,12.95964,77.618545
2025-12-20,Zone A,Zone A_Organic_1,Organic,58.97,87.86,False,2025-12-15,13.017563,77.621031
2025-12-20,Zone A,Zone A_Plastic_3,Plastic,60.62,87.98,False,2025-12-18,12.958488,77.609819
2025-12-20,Zone A,Zone A_Mixed_2,Mixed,35.38,44.57,False,2025-12-16,12.949457,77.655186
2025-12-20,Zone A,Zone A_E-Waste_1,E-Waste,16.36,14.57,False,2025-12-16,13.014386,77.594193
2025-12-21,Zone A,Zone A_Organic_1,Organic,46.26,45.1,False,2025-12-17,13.068861,77.557425
2025-12-21,Zone A,Zone A_Plastic_2,Plastic,49.99,42.92,False,2025-12-20,13.04837,77.698165
2025-12-21,Zone A,Zone A_Mixed_3,Mixed,45.64,58.88,False,2025-12-16,12.974882,77.644487
2025-12-21,Zone A,Zone A_E-Waste_2,E-Waste,33.89,44.98,False,2025-12-18,12.987147,77.69754
2025-12-22,Zone A,Zone A_Organic_3,Organic,64.0,58.15,False,2025-12-17,12.97372,77.676582
2025-12-22,Zone A,Zone A_Plastic_3,Plastic,51.87,61.7,False,2025-12-17,12.905166,77.697664
2025-12-22,Zone A,Zone A_Mixed_2,Mixed,42.8,57.72,False,2025-12-21,13.053556,77.609388
2025-12-22,Zone A,Zone A_E-Waste_3,E-Waste,15.32,22.21,False,2025-12-21,12.971363,77.528744
2025-12-23,Zone A,Zone A_Organic_3,Organic,64.5,56.29,False,2025-12-18,13.078755,77.57015
2025-12-23,Zone A,Zone A_Plastic_3,Plastic,55.96,56.53,False,2025-12-22,12.982108,77.632838
2025-12-23,Zone A,Zone A_Mixed_3,Mixed,54.95,59.83,False,2025-12-18,12.971987,77.506766
2025-12-23,Zone A,Zone A_E-Waste_3,E-Waste,14.53,16.91,False,2025-12-23,13.051638,77.68466
2025-12-24,Zone A,Zone A_Organic_3,Organic,77.97,102.0,False,2025-12-24,13.005267,77.509824
2025-12-24,Zone A,Zone A_Plastic_3,Plastic,49.21,53.25,False,2025-12-22,13.063765,77.688393
2025-12-24,Zone A,Zone A_Mixed_1,Mixed,64.89,67.28,False,2025-12-24,13.030102,77.564012
2025-12-24,Zone A,Zone A_E-Waste_1,E-Waste,13.27,15.83,False,2025-12-19,13.011212,77.636087
2025-12-25,Zone A,Zone A_Organic_3,Organic,59.67,88.1,False,2025-12-23,12.99991,77.515876
2025-12-25,Zone A,Zone A_Plastic_1,Plastic,47.86,65.47,False,2025-12-20,13.009611,77.585354
2025-12-25,Zone A,Zone A_Mixed_1,Mixed,68.2,92.08,False,2025-12-23,12.977732,77.566099
2025-12-25,Zone A,Zone A_E-Waste_1,E-Waste,17.02,23.35,False,2025-12-22,12.9553,77.614815
2025-12-26,Zone A,Zone A_Organic_1,Organic,78.11,94.04,False,2025-12-25,12.931243,77.673062
2025-12-26,Zone A,Zone A_Plastic_3,Plastic,47.22,67.27,False,2025-12-22,12.922889,77.684974
2025-12-26,Zone A,Zone A_Mixed_2,Mixed,35.02,33.37,False,2025-12-24,12.941347,77.677214
2025-12-26,Zone A,Zone A_E-Waste_2,E-Waste,17.35,25.86,False,2025-12-26,12.964626,77.532918
2025-12-27,Zone A,Zone A_Organic_1,Organic,52.78,65.62,False,2025-12-25,12.994648,77.65031
2025-12-27,Zone A,Zone A_Plastic_1,Plastic,54.97,77.24,False,2025-12-22,13.012735,77.532769
2025-12-27,Zone A,Zone A_Mixed_1,Mixed,45.79,67.06,False,2025-12-24,12.990179,77.695301
2025-12-27,Zone A,Zone A_E-Waste_2,E-Waste,21.33,25.61,False,2025-12-22,13.087161,77.61612
2025-12-28,Zone A,Zone A_Organic_1,Organic,57.56,58.06,False,2025-12-23,12.946369,77.587167
2025-12-28,Zone A,Zone A_Plastic_1,Plastic,54.56,68.3,False,2025-12-24,12.970015,77.59008
2025-12-28,Zone A,Zone A_Mixed_2,Mixed,55.24,67.22,False,2025-12-23,12.969271,77.630916
2025-12-28,Zone A,Zone A_E-Waste_2,E-Waste,23.58,22.9,False,2025-12-23,13.022415,77.550633
2025-12-29,Zone A,Zone A_Organic_3,Organic,64.04,68.73,False,2025-12-26,12.948632,77.612897
2025-12-29,Zone A,Zone A_Plastic_1,Plastic,43.56,42.5,False,2025-12-26,12.996675,77.547401
2025-12-29,Zone A,Zone A_Mixed_3,Mixed,41.31,37.14,False,2025-12-25,12.954833,77.59102
2025-12-29,Zone A,Zone A_E-Waste_2,E-Waste,21.5,29.47,False,2025-12-25,12.916277,77.609657
2025-12-30,Zone A,Zone A_Organic_3,Organic,58.76,62.37,False,2025-12-26,13.074095,77.607573
2025-12-30,Zone A,Zone A_Plastic_1,Plastic,35.07,32.66,False,2025-12-26,12.908098,77.655794
2025-12-30,Zone A,Zone A_Mixed_1,Mixed,47.95,38.77,False,2025-12-28,12.970136,77.522662
2025-12-30,Zone A,Zone A_E-Waste_1,E-Waste,21.39,25.36,False,2025-12-28,12.906483,77.645871
2025-12-31,Zone A,Zone A_Organic_1,Organic,51.09,73.97,False,2025-12-29,12.98175,77.671946
2025-12-31,Zone A,Zone A_Plastic_3,Plastic,64.79,56.51,False,2025-12-30,12.937689,77.546859
2025-12-31,Zone A,Zone A_Mixed_1,Mixed,65.99,88.04,False,2025-12-29,12.947349,77.574372
2025-12-31,Zone A,Zone A_E-Waste_1,E-Waste,36.3,38.41,False,2025-12-28,12.962754,77.681369
2026-01-01,Zone A,Zone A_Organic_3,Organic,40.81,43.95,False,2025-12-31,13.000754,77.646047
2026-01-01,Zone A,Zone A_Plastic_1,Plastic,53.78,77.51,False,2025-12-28,12.998017,77.597759
2026-01-01,Zone A,Zone A_Mixed_3,Mixed,48.01,54.22,False,2025-12-27,13.071913,77.52926
2026-01-01,Zone A,Zone A_E-Waste_3,E-Waste,33.6,50.03,False,2025-12-29,13.070388,77.584985
2026-01-02,Zone A,Zone A_Organic_2,Organic,100.0,124.89,True,2025-12-29,13.044947,77.673528
2026-01-02,Zone A,Zone A_Plastic_2,Plastic,100.0,119.85,True,2025-12-28,13.013877,77.599718
2026-01-02,Zone A,Zone A_Mixed_2,Mixed,100.0,148.33,True,2026-01-02,13.037224,77.558467
2026-01-02,Zone A,Zone A_E-Waste_2,E-Waste,72.6,80.63,True,2026-01-01,13.02012,77.531416
2026-01-03,Zone A,Zone A_Organic_3,Organic,79.58,106.75,False,2026-01-03,13.037254,77.503444
2026-01-03,Zone A,Zone A_Plastic_2,Plastic,54.49,70.69,False,2025-12-29,13.089914,77.580952
2026-01-03,Zone A,Zone A_Mixed_1,Mixed,52.95,48.22,False,2026-01-01,12.977162,77.50314
2026-01-03,Zone A,Zone A_E-Waste_3,E-Waste,19.13,16.35,False,2026-01-01,12.985071,77.524213
2026-01-04,Zone A,Zone A_Organic_2,Organic,48.13,57.07,False,2025-12-30,13.089121,77.58846
2026-01-04,Zone A,Zone A_Plastic_2,Plastic,62.06,63.37,False,2026-01-04,13.043336,77.618062
2026-01-04,Zone A,Zone A_Mixed_3,Mixed,53.41,44.01,False,2025-12-31,13.034251,77.560832
2026-01-04,Zone A,Zone A_E-Waste_2,E-Waste,19.88,20.29,False,2026-01-03,13.038137,77.661283
2026-01-05,Zone A,Zone A_Organic_3,Organic,55.68,68.65,False,2026-01-02,12.928387,77.604315
2026-01-05,Zone A,Zone A_Plastic_3,Plastic,67.82,55.84,False,2026-01-02,13.048152,77.694749
2026-01-05,Zone A,Zone A_Mixed_2,Mixed,38.28,35.71,False,2026-01-05,12.981749,77.583082
2026-01-05,Zone A,Zone A_E-Waste_1,E-Waste,11.94,10.63,False,2026-01-05,12.963514,77.609502
2026-01-06,Zone A,Zone A_Organic_1,Organic,73.12,67.87,False,2026-01-02,13.087374,77.544879
2026-01-06,Zone A,Zone A_Plastic_3,Plastic,65.1,77.45,False,2026-01-05,12.922328,77.695705
2026-01-06,Zone A,Zone A_Mixed_3,Mixed,57.94,58.93,False,2026-01-05,12.994627,77.595889
2026-01-06,Zone A,Zone A_E-Waste_1,E-Waste,36.12,39.67,False,2026-01-05,13.013272,77.665775
2026-01-07,Zone A,Zone A_Organic_3,Organic,48.63,52.79,False,2026-01-05,13.036694,77.600372
2026-01-07,Zone A,Zone A_Plastic_2,Plastic,61.13,81.56,False,2026-01-07,12.984677,77.532377
2026-01-07,Zone A,Zone A_Mixed_3,Mixed,50.79,52.57,False,2026-01-04,12.909186,77.579818
2026-01-07,Zone A,Zone A_E-Waste_2,E-Waste,21.14,30.74,False,2026-01-03,12.971145,77.656932
2026-01-08,Zone A,Zone A_Organic_2,Organic,51.62,70.6,False,2026-01-06,13.088688,77.651443
2026-01-08,Zone A,Zone A_Plastic_3,Plastic,65.53,74.51,False,2026-01-03,12.926168,77.695444
2026-01-08,Zone A,Zone A_Mixed_2,Mixed,36.56,37.65,False,2026-01-03,13.006639,77.62297
2026-01-08,Zone A,Zone A_E-Waste_3,E-Waste,26.44,21.63,False,2026-01-04,13.082389,77.661185
2026-01-09,Zone A,Zone A_Organic_1,Organic,48.45,55.19,False,2026-01-07,13.051214,77.656837
2026-01-09,Zone A,Zone A_Plastic_3,Plastic,35.96,42.02,False,2026-01-08,12.957626,77.522828
2026-01-09,Zone A,Zone A_Mixed_2,Mixed,38.43,32.33,False,2026-01-06,13.047028,77.687264
2026-01-09,Zone A,Zone A_E-Waste_2,E-Waste,27.4,24.16,False,2026-01-06,12.902755,77.634223
2026-01-10,Zone A,Zone A_Organic_3,Organic,72.89,62.7,False,2026-01-05,12.973345,77.576481
2026-01-10,Zone A,Zone A_Plastic_2,Plastic,33.57,42.09,False,2026-01-10,13.040926,77.58809
2026-01-10,Zone A,Zone A_Mixed_3,Mixed,49.25,40.85,False,2026-01-08,12.967143,77.560174
2026-01-10,Zone A,Zone A_E-Waste_3,E-Waste,26.61,23.86,False,2026-01-05,12.995512,77.581228
2026-01-11,Zone A,Zone A_Organic_3,Organic,67.27,97.46,False,2026-01-08,12.962034,77.657927
2026-01-11,Zone A,Zone A_Plastic_3,Plastic,39.68,43.88,False,2026-01-09,13.04782,77.67046
2026-01-11,Zone A,Zone A_Mixed_3,Mixed,67.98,99.37,False,2026-01-06,12.945053,77.631083
2026-01-11,Zone A,Zone A_E-Waste_1,E-Waste,26.87,29.09,False,2026-01-08,12.928021,77.532949
2026-01-12,Zone A,Zone A_Organic_3,Organic,76.65,66.54,False,2026-01-12,13.004796,77.544186
2026-01-12,Zone A,Zone A_Plastic_2,Plastic,32.58,43.48,False,2026-01-10,13.074236,77.633577
2026-01-12,Zone A,Zone A_Mixed_2,Mixed,45.89,57.14,False,2026-01-08,13.026134,77.642039
2026-01-12,Zone A,Zone A_E-Waste_2,E-Waste,31.07,39.45,False,2026-01-12,13.054083,77.645926
2026-01-13,Zone A,Zone A_Organic_1,Organic,63.67,93.19,False,2026-01-09,12.903636,77.640295
2026-01-13,Zone A,Zone A_Plastic_3,Plastic,52.01,69.29,False,2026-01-08,12.983424,77.626393
2026-01-13,Zone A,Zone A_Mixed_2,Mixed,39.18,31.62,False,2026-01-09,12.975296,77.647748
2026-01-13,Zone A,Zone A_E-Waste_1,E-Waste,26.94,31.02,False,2026-01-10,12.942151,77.599563
2026-01-14,Zone A,Zone A_Organic_1,Organic,100.0,147.87,True,2026-01-10,13.082206,77.520529
2026-01-14,Zone A,Zone A_Plastic_1,Plastic,81.91,101.46,True,2026-01-12,12.975946,77.521716
2026-01-14,Zone A,Zone A_Mixed_1,Mixed,100.0,105.54,True,2026-01-14,12.976204,77.565103
2026-01-14,Zone A,Zone A_E-Waste_2,E-Waste,45.04,40.87,True,2026-01-11,12.946327,77.530958
2026-01-15,Zone A,Zone A_Organic_2,Organic,44.32,49.15,False,2026-01-11,13.000116,77.578932
2026-01-15,Zone A,Zone A_Plastic_1,Plastic,61.47,89.79,False,2026-01-11,12.970931,77.599634
2026-01-15,Zone A,Zone A_Mixed_3,Mixed,60.56,88.37,False,2026-01-12,12.95602,77.507425
2026-01-15,Zone A,Zone A_E-Waste_1,E-Waste,28.93,36.25,False,2026-01-11,13.056729,77.523947
2026-01-16,Zone A,Zone A_Organic_3,Organic,48.82,64.97,False,2026-01-13,12.91881,77.58486
2026-01-16,Zone A,Zone A_Plastic_2,Plastic,36.9,53.74,False,2026-01-16,12.953011,77.681646
2026-01-16,Zone A,Zone A_Mixed_2,Mixed,52.91,75.54,False,2026-01-14,12.907378,77.552982
2026-01-16,Zone A,Zone A_E-Waste_1,E-Waste,21.1,23.23,False,2026-01-14,13.093709,77.636437
2026-01-17,Zone A,Zone A_Organic_3,Organic,45.74,65.5,False,2026-01-14,13.047708,77.557161
2026-01-17,Zone A,Zone A_Plastic_2,Plastic,40.28,50.83,False,2026-01-13,13.059632,77.522901
2026-01-17,Zone A,Zone A_Mixed_1,Mixed,72.28,99.2,False,2026-01-13,12.908907,77.618987
2026-01-17,Zone A,Zone A_E-Waste_2,E-Waste,34.85,31.18,False,2026-01-13,12.93787,77.609516
2026-01-18,Zone A,Zone A_Organic_1,Organic,63.77,92.57,False,2026-01-13,12.932956,77.679791
2026-01-18,Zone A,Zone A_Plastic_2,Plastic,56.8,45.54,False,2026-01-15,12.956264,77.635175
2026-01-18,Zone A,Zone A_Mixed_2,Mixed,52.46,73.0,False,2026-01-16,12.90068,77.534071
2026-01-18,Zone A,Zone A_E-Waste_3,E-Waste,13.72,14.36,False,2026-01-16,12.930984,77.570644
2026-01-19,Zone A,Zone A_Organic_3,Organic,47.9,65.72,False,2026-01-16,13.043974,77.666224
2026-01-19,Zone A,Zone A_Plastic_1,Plastic,51.33,74.8,False,2026-01-14,12.972017,77.514479
2026-01-19,Zone A,Zone A_Mixed_1,Mixed,58.03,60.7,False,2026-01-18,13.074147,77.625686
2026-01-19,Zone A,Zone A_E-Waste_1,E-Waste,35.99,37.34,False,2026-01-17,12.980393,77.608233
2026-01-20,Zone A,Zone A_Organic_3,Organic,76.19,95.47,False,2026-01-16,13.084532,77.639425
2026-01-20,Zone A,Zone A_Plastic_2,Plastic,36.25,30.83,False,2026-01-17,12.937629,77.561371
2026-01-20,Zone A,Zone A_Mixed_3,Mixed,61.56,77.54,False,2026-01-19,12.997743,77.68726
2026-01-20,Zone A,Zone A_E-Waste_3,E-Waste,33.49,30.34,False,2026-01-17,12.931671,77.549492
2026-01-21,Zone A,Zone A_Organic_2,Organic,45.01,50.1,False,2026-01-16,12.985909,77.558284
2026-01-21,Zone A,Zone A_Plastic_3,Plastic,43.43,50.15,False,2026-01-17,13.071984,77.616127
2026-01-21,Zone A,Zone A_Mixed_2,Mixed,65.49,77.03,False,2026-01-18,13.028033,77.591561
2026-01-21,Zone A,Zone A_E-Waste_2,E-Waste,27.51,24.91,False,2026-01-17,12.957906,77.621419
2026-01-22,Zone A,Zone A_Organic_1,Organic,48.05,54.89,False,2026-01-17,13.076965,77.531397
2026-01-22,Zone A,Zone A_Plastic_3,Plastic,60.01,64.95,False,2026-01-18,12.952127,77.662997
2026-01-22,Zone A,Zone A_Mixed_1,Mixed,71.39,73.62,False,2026-01-19,13.029827,77.679513
2026-01-22,Zone A,Zone A_E-Waste_3,E-Waste,25.04,33.41,False,2026-01-22,12.938278,77.579366
2026-01-23,Zone A,Zone A_Organic_3,Organic,71.08,100.37,False,2026-01-20,12.990037,77.502963
2026-01-23,Zone A,Zone A_Plastic_1,Plastic,42.1,60.64,False,2026-01-19,13.036118,77.544322
2026-01-23,Zone A,Zone A_Mixed_1,Mixed,39.07,39.98,False,2026-01-18,13.088279,77.645618
2026-01-23,Zone A,Zone A_E-Waste_3,E-Waste,10.47,11.29,False,2026-01-21,13.00811,77.502266
2026-01-24,Zone A,Zone A_Organic_1,Organic,61.51,86.61,False,2026-01-20,12.944416,77.605701
2026-01-24,Zone A,Zone A_Plastic_3,Plastic,59.5,73.2,False,2026-01-22,13.091007,77.514393
2026-01-24,Zone A,Zone A_Mixed_2,Mixed,46.04,65.37,False,2026-01-23,13.012674,77.608835
2026-01-24,Zone A,Zone A_E-Waste_1,E-Waste,20.78,20.21,False,2026-01-24,13.072051,77.61596
2026-01-25,Zone A,Zone A_Organic_3,Organic,55.1,60.53,False,2026-01-21,12.984048,77.53667
2026-01-25,Zone A,Zone A_Plastic_3,Plastic,45.2,38.05,False,2026-01-22,12.907575,77.52823
2026-01-25,Zone A,Zone A_Mixed_3,Mixed,41.98,37.81,False,2026-01-22,13.010439,77.621025
2026-01-25,Zone A,Zone A_E-Waste_1,E-Waste,37.99,55.9,False,2026-01-25,13.027666,77.610052
2026-01-26,Zone A,Zone A_Organic_2,Organic,78.47,68.23,False,2026-01-25,12.96747,77.691094
2026-01-26,Zone A,Zone A_Plastic_1,Plastic,32.6,38.16,False,2026-01-26,12.915477,77.67329
2026-01-26,Zone A,Zone A_Mixed_3,Mixed,70.6,81.01,False,2026-01-21,12.903532,77.52719
2026-01-26,Zone A,Zone A_E-Waste_3,E-Waste,36.53,30.87,False,2026-01-22,13.099766,77.595523
2026-01-27,Zone A,Zone A_Organic_2,Organic,61.24,66.93,False,2026-01-25,12.909924,77.60668
2026-01-27,Zone A,Zone A_Plastic_2,Plastic,52.09,69.49,False,2026-01-23,13.085998,77.634723
2026-01-27,Zone A,Zone A_Mixed_1,Mixed,39.55,32.8,False,2026-01-26,12.994209,77.539193
2026-01-27,Zone A,Zone A_E-Waste_3,E-Waste,30.58,34.17,False,2026-01-25,13.050886,77.615713
2026-01-28,Zone A,Zone A_Organic_1,Organic,64.11,94.1,False,2026-01-28,13.082682,77.568258
2026-01-28,Zone A,Zone A_Plastic_3,Plastic,56.6,52.29,False,2026-01-28,12.996475,77.626498
2026-01-28,Zone A,Zone A_Mixed_3,Mixed,72.43,82.91,False,2026-01-24,13.065065,77.678563
2026-01-28,Zone A,Zone A_E-Waste_2,E-Waste,28.71,37.36,False,2026-01-24,13.023209,77.512622
2026-01-29,Zone A,Zone A_Organic_1,Organic,61.32,87.25,False,2026-01-28,12.930535,77.656934
2026-01-29,Zone A,Zone A_Plastic_1,Plastic,36.92,44.39,False,2026-01-24,13.0358,77.692814
2026-01-29,Zone A,Zone A_Mixed_2,Mixed,45.24,39.74,False,2026-01-25,13.034153,77.635194
2026-01-29,Zone A,Zone A_E-Waste_3,E-Waste,30.52,42.48,False,2026-01-27,12.997861,77.676667
2026-01-30,Zone A,Zone A_Organic_3,Organic,43.41,51.05,False,2026-01-28,12.972202,77.553653
2026-01-30,Zone A,Zone A_Plastic_3,Plastic,32.08,36.35,False,2026-01-25,13.066231,77.614798
2026-01-30,Zone A,Zone A_Mixed_3,Mixed,74.29,98.62,False,2026-01-29,12.979957,77.697398
2026-01-30,Zone A,Zone A_E-Waste_3,E-Waste,17.27,23.99,False,2026-01-28,13.095614,77.629913
